,Unnamed: 0,fecha,HORA declarada,Ruta,OperadOR,flight_no,route,ac_type,registration,cn_ln,all_aboard,PASAJEROS A BORDO,crew_aboard,cantidad de fallecidos,passenger_fatalities,crew_fatalities,ground,summary,nueva,reporte
368,368,"April 01, 1935",0045,"Beauvais, France",Air France,?,?,Farman F-300,F-ALHQ,7243-2,3,0,3,1,0,1,0,"Shortly after departure, the captain decided to return to Paris because of low visibility. The aircraft hit a tree and crashed in an open field. The chief pilot of Air France, Robert Bajac, 36, was killed. Blame was placed on the aircraft which was found to be unstable in flight.",1935-04-01,"Poco después de la salida, el capitán decidió regresar a París debido a la poca visibilidad. El avión chocó contra un árbol y se estrelló en un campo abierto. El piloto jefe de Air France, Robert Bajac, de 36 años, murió. Se culpó a la aeronave, que resultó inestable en vuelo."
369,369,"April 06, 1935",1518,"Brilon, Germany",KLM Royal Dutch Airlines,?,Prague Leipzig Essen Amsterdam Rotterdam,Fokker F-12,PH-AFL,5242,7,2,5,7,2,5,0,"Crashed after the pilot tried to maintain visual contact with the ground in heavy fog and snow. The plane was named ""Leeuwerik."" The pilot was unable to distinguish the ground from the surroundings and to establish his real position to continue then flight in a safely manner.",1935-04-06,"Se estrelló después de que el piloto intentara mantener contacto visual con el suelo en medio de una densa niebla y nieve. El avión se llamó ""Leeuwerik"". El piloto no pudo distinguir el suelo del entorno y establecer su posición real para continuar el vuelo de forma segura."
370,370,"May 01, 1935",1045,"Near Walsenberg, Colorado",Varney Air Lines,?,Pueblo - El Paso,Lockheed Vega,NC891E,73,1,0,1,1,0,1,0,"Crashed at Rattlesnake Butte after the plane lost engine power. James Montijo, 40, the man who taught Amelia Earhart to fly, killed. The accidental collision with the ground while doing low flying in violation of the Air Commerce Regulations.",1935-05-01,"Se estrelló en Rattlesnake Butte después de que el avión perdiera la potencia del motor. James Montijo, de 40 años, el hombre que le enseñó a volar a Amelia Earhart, asesinado. La colisión accidental con el suelo mientras se realiza un vuelo bajo en violación de las Regulaciones de Comercio Aéreo."
371,371,"May 06, 1935",0330,"Atlanta, Missouri",Trans Continental and Western Air,6,Los Angeles - Albuquerque - Kanasas City -  Washington,Douglas DC-2-112,NC13785,1295,14,12,2,5,3,2,0,"The plane crashed while en route from Albuquerque to Kansas City. After encountering fog and poor visibility, the plane was diverted to Kirksville where witnesses reported the low flying aircraft made contact with the ground and crashed. Whether the plane struck the ground while the pilot was attempting to make an emergency landing or because the available fuel supply had been exhausted, or for other reasons, could not be determined. New Mexico Senator Bronson M. Cutting, 46, killed. Improper clearance of the airplane from Albuquerque by the company's ground personnel when the plane's two-way radio was not functioning properly.",1935-05-06,"El avión se estrelló mientras se dirigía de Albuquerque a Kansas City. Después de encontrar niebla y poca visibilidad, el avión fue desviado a Kirksville, donde los testigos informaron que el avión que volaba bajo hizo contacto con el suelo y se estrelló. No se pudo determinar si el avión golpeó el suelo mientras el piloto intentaba realizar un aterrizaje de emergencia o porque se había agotado el suministro de combustible disponible, o por otras razones. Senador de Nuevo México Bronson M. Cutting, 46, asesinado. Autorización incorrecta del avión desde Albuquerque por parte del personal de tierra de la compañía cuando la radio bidireccional del avión no funcionaba correctamente."
372,372,"May 18, 1935",0045,"Near Moscow, Russia",Gor'ky Eskadril'ya,?,Demonstration,Tupolev ANT-20 / I-5,CCCP-I20,?,50,37,13,50,37,13,2,"Midair collision with an I-5 fighter at 2,300 ft. The fighter was performing aerobatics trying to loop around the Tupolev. The plane crashed into a residental neighborhood and was on its maiden flight. The plane was nicknamed ""Maxim Gorky.""  Pilot error. Forty-nine killed on the Tupolev, one on the I-5",1935-05-18,"Colisión en el aire con un caza I-5 a 2300 pies. El caza estaba realizando acrobacias aéreas tratando de rodear el Tupolev. El avión se estrelló en un barrio residencial y estaba en su vuelo inaugural. El avión fue apodado ""Maxim Gorky"". Error del piloto. Cuarenta y nueve muertos en el Tupolev, uno en la I-5"
373,373,"May 18, 1935",1835,"Flint, Michigan",Knowles Flying Service of Detroit,?,Sightseeing,Ford model 4-AT-E,WC-7864,4-AT-49,12,11,1,3,2,1,0,"While on a sightseeing trip, the plane ran out of fuel and crashed. Carelessness and negligence on the part of the pilot for not replenishing his fuel supply before it got dangerously low and poor judgment on his part for attempting to return to the airport when there was open terrain ahead of him. Many passengers did not use their seatbelts nor were they instructed in their use.",1935-05-18,"Durante un viaje de turismo, el avión se quedó sin combustible y se estrelló. Descuido y negligencia por parte del piloto por no reabastecerse de combustible antes de que bajara peligrosamente y falta de criterio por intentar regresar al aeropuerto cuando había terreno abierto delante de él. Muchos pasajeros no usaron sus cinturones de seguridad ni fueron instruidos en su uso."
374,374,"May 27, 1935",1600,"Glendo, Wyoming",Wyoming Air Service,?,Billings - Sheridan - Casper - Cheyenne,Boeing 221,NC725W,1153,1,0,1,1,0,1,0,"While flying in poor weather conditions, the pilot decided to reduce his altitude to maintain a visual contact with the ground and crashed into a hill. The accidental collision with the ground while flying low due to severe local weather conditions.",1935-05-27,"Mientras volaba en malas condiciones meteorológicas, el piloto decidió reducir su altitud para mantener un contacto visual con el suelo y se estrelló contra una colina. La colisión accidental con el suelo mientras volaba bajo debido a las severas condiciones climáticas locales."
375,375,"May 28, 1935",2225,"Maywood, Illinois",Chicago and Southern Airlines,?,Chicago - St. Louis,Stinson SM6000B Tri-motor,NC10894,5050,2,1,1,2,1,1,0,"Crashed into the ground on a farm  after the pilot made an abrupt turn to avoid trees, striking the wing on the ground. The unintentional collision with the ground while flying at too low altitude at night.",1935-05-28,"Se estrelló contra el suelo en una granja después de que el piloto hiciera un giro brusco para evitar los árboles, golpeando el ala contra el suelo. La colisión involuntaria con el suelo mientras se vuela a una altitud demasiado baja por la noche."
376,376,"May 29, 1935",?,"San Barbra, Honduras",?,?,?,?,?,?,9,?,?,6,?,?,0,Crashed into the Ulua River.,1935-05-29,Se estrelló contra el río Ulúa.
377,377,"June 24, 1935",1436,"Medellin, Colombia",Servicio Aereo Columbiano / SCADTA,?,Medellin - Bogotá,Ford Tri-Motor / Ford Tri-Motor,C-31 / F-31,5-AT-112/5-AT-006,20,18,2,17,15,2,0,"A collision occurred between the two Ford Tri-Motors as one was barely off the ground and one was still on the ground at Olaya Herrera Airfield. The accident was officially attributed to wind sheer or the one aircraft being blown into the other aircraft as it took off. Rivalry among the two pilots may have played a part in the accident as one pilot had buzzed the other four days before the accident..  Actor, singer, Carlos Gardel, 44, and his lyricist Alfredo Le Pera, 35, among those killed.",1935-06-24,"Ocurrió una colisión entre los dos Ford Tri-Motors cuando uno apenas despegaba del suelo y el otro todavía estaba en tierra en el Aeródromo Olaya Herrera. El accidente se atribuyó oficialmente a la cizalladura del viento o a que un avión chocó contra el otro avión cuando despegó. La rivalidad entre los dos pilotos puede haber influido en el accidente, ya que un piloto había avisado al otro cuatro días antes del accidente. El actor y cantante Carlos Gardel, de 44 años, y su letrista Alfredo Le Pera, de 35, entre los muertos."
378,378,"July 14, 1935",0940,"Amsterdam, Netherlands",KLM Royal Dutch Airlines,?,Amsterdam - Sweden,Fokker F-XXII,PH-AJQ,5358,20,15,5,6,2,4,0,The plane lost altitude while attempting an emergency landing after taking off and losing two engines. The wing hit a dyke and the plane burst into flames.,1935-07-14,El avión perdió altura al intentar un aterrizaje de emergencia después de despegar y perdió dos motores. El ala golpeó un dique y el avión estalló en llamas.
379,379,"July 19, 1935",1420,"Off Chandeleur Island, Mississippi",Wedell-Williams Air Service Corporation,?,"New Orleans, LA - Mobile, AL",General 102-E,NC-492K,?,2,1,1,2,1,1,0,The plane deviated from its course and flew 20 miles off shore and crashed.  Cause unknown.,1935-07-19,El avión se desvió de su curso y voló 20 millas de la costa y se estrelló. Causa desconocida.
380,380,"July 20, 1935",1230,"Pian Giacomo, Switzerland",KLM Royal Dutch Airlines,?,Milan - Frankfort - Amsterdam,Douglas DC-2,PH-AKG,1335,13,9,4,13,9,4,0,"Crashed into a mountain near St. Bernard Pass in Switzerland. Mountains obscured by clouds. The crew flew through the wrong valley which ended in a dead end. Icing condtions,.",1935-07-20,Se estrelló contra una montaña cerca de St. Bernard Pass en Suiza. Montañas oscurecidas por las nubes. La tripulación voló por el valle equivocado que terminó en un callejón sin salida. Condiciones de formación de hielo.
381,381,"July 23, 1935",?,"Cardiff, United Kingdom",Jersey Airways,?,Cardiff - Saint-Helier,de Havilland DH-84 Dragon,G-ACMP,6063,8,7,1,1,3,0,0,"Shortly after taking from Cardiff Airport, and climbing, the twin engine aircraft stalled and crashed in a field. The plane was named  ""Saint Clements Bay .""",1935-07-23,"Poco después de despegar del aeropuerto de Cardiff y ascender, el avión bimotor se detuvo y se estrelló en un campo. El avión se llamó ""Saint Clements Bay""."
382,382,"July 28, 1935",?,"El Retiro, Colombia",Fuerza Aerea Colombiana,?,Palanquero - Tres Esquinas,Junkers W-34,406,2779,5,3,2,5,3,2,0,"While en route,, the crew encountered engine trouble, lost control of the aircraft and crashed  near the Rio Magdalena.",1935-07-28,"Mientras estaba en ruta, la tripulación encontró problemas en el motor, perdió el control de la aeronave y se estrelló cerca del Río Magdalena."
383,383,"August 07, 1935",0800,"Cairo, Egypt",Ala Littoria,?,Guidonia - Cairo - Massawa - Asmara,Savoia-Marchetti S-66,I-REDI,15004,7,3,4,7,3,4,0,"Ten minutes after taking off an explosion occurred aboard and the aircraft crashed in the dessert, 8 km south of the airport. The cause of the explosion was undetermined.",1935-08-07,"Diez minutos después del despegue se produjo una explosión a bordo y la aeronave se estrelló en el desierto, 8 km al sur del aeropuerto. La causa de la explosión fue indeterminada."
384,384,"August 13, 1935",?,"Hangow, China",China National Aviation Corporation,?,?,Sikorsky S-38B,NV40V,?,?,?,?,?,?,?,?,Destoryed in a storm.,1935-08-13,Destruido en una tormenta.
385,385,"August 14, 1935",2345,"Near Gilmer, Texas",Delta Air Lines,4,Dallas -  Atlanta,Stinson Model A,NC14599,9103,4,3,1,4,3,1,0,Crashed 3 miles south of Gilmer. The outboard engine separated from the aircraft after a propeller blade broke off resulting in an imbalanced condition which led to loss of control of the aircraft.,1935-08-14,"Se estrelló 3 millas al sur de Gilmer. El motor fuera de borda se separó de la aeronave después de que una pala de la hélice se rompiera, lo que resultó en una condición de desequilibrio que provocó la pérdida de control de la aeronave."
386,386,"August 15, 1935",2018,"Walakpa, near Point Barrow, Alaska",Private,?,?,Lockheed Orion 9E Explorer float plane,NR12283,195,2,1,1,2,1,1,0,"Dense fog caused the pilot to make a forced landing about 15 miles south of Point Barrow.  After some mechanical repairs, the plane took off, rose to about 50 feet and then crashed into shallow water. Loss of control of the aircraft at a low altitude after sudden engine failure due to the extreme nose-heaviness of the aircraft. Adventurer, Wiley Post, 37, and humorist, Will Rogers, 56, killed. Most experts believe that a combination of miscalculations in the design and operation of the heavily customized aircraft resulted in the uncontrollable spin that occurred right after takeoff.",1935-08-15,"Una densa niebla hizo que el piloto hiciera un aterrizaje forzoso a unas 15 millas al sur de Point Barrow. Después de algunas reparaciones mecánicas, el avión despegó, se elevó a unos 50 pies y luego se estrelló contra aguas poco profundas. Pérdida de control de la aeronave a baja altitud después de una falla repentina del motor debido a la extrema pesadez del morro de la aeronave. El aventurero Wiley Post, de 37 años, y el humorista Will Rogers, de 56, asesinados. La mayoría de los expertos creen que una combinación de errores de cálculo en el diseño y la operación de la aeronave altamente personalizada resultó en el giro incontrolable que ocurrió justo después del despegue."
387,387,"August 15, 1935",2008,"Near Glendo, Wyoming",Aero Mayflower Transit Co,?,Helena - Denver,"Waco, model YLC",NC14140,4202,3,2,1,3,2,1,0,"The plane flew into a mountain 43 miles West of Glendo in heavy fog.  Against advice to the contrary, the pilot decided to fly a direct route to Denver rather than go around, following the valleys and airways used by other pilots. The direct route took him across some of the most dangerous flying country in the west.",1935-08-15,"El avión voló hacia una montaña a 43 millas al oeste de Glendo en medio de una densa niebla. Contra el consejo de lo contrario, el piloto decidió volar una ruta directa a Denver en lugar de dar la vuelta, siguiendo los valles y las vías respiratorias utilizadas por otros pilotos. La ruta directa lo llevó a través de algunos de los países voladores más peligrosos del oeste."
388,388,"September 01, 1935",2300,"Burbank, California",Western Air Express,?,"Burbank, CA - Salt Lake City, UT",Boeing 247,NC13314,1695,3,0,3,3,0,3,0,"A few minutes after take off from Burbank Airport, while climbing to a height of 1,000 feet in foggy conditions, the aircraft went out of control, stalled, hit power lines and crashed in flames in a field.",1935-09-01,"Unos minutos después de despegar del aeropuerto de Burbank, mientras ascendía a una altura de 1000 pies en condiciones de niebla, la aeronave perdió el control, se detuvo, golpeó las líneas eléctricas y se estrelló en llamas en un campo."
389,389,"September 13, 1935",0900,"Near Tambo, Panama",Panama Airways,?,Panama City - David,Ford Tri-Motor,?,?,8,7,1,8,7,1,0,Crashed and burned in mountainous terrain in  adverse weather conditions.,1935-09-13,Chocado y quemado en terreno montañoso en condiciones climáticas adversas.
